portal	module	page	action	crud	source	identifier
平台后台	应用 / 小程序 / 小程序订阅消息	小程序订阅消息	列表 	R	菜单权限	systemTemplateMessageMinList
平台后台	应用 / 小程序 / 小程序订阅消息	小程序订阅消息	添加	C	菜单权限	systemTemplateMessageMinCreate
平台后台	应用 / 小程序 / 小程序订阅消息	小程序订阅消息	编辑	U	菜单权限	systemTemplateMessageMinUpdate
平台后台	应用 / 小程序 / 小程序订阅消息	小程序订阅消息	删除	D	菜单权限	systemTemplateMessageMinDelete
平台后台	应用 / 小程序 / 小程序订阅消息	小程序订阅消息	修改状态	U	菜单权限	systemTemplateMessageMinSwitchStatus
平台后台	店铺	店铺	分账商户申请备注	C	路由	systemMerchantApplymentsMarrkSave
平台后台	店铺	店铺	列表	R	路由	systemOrderProfitsharingLst
平台后台	店铺 / 区域代理	区域代理	(页面入口)	R	待补	
平台后台	店铺 / 区域代理 / 代理人员	代理人员	商圈代理添加	C	菜单权限	systemCircleAgentCreate
平台后台	店铺 / 区域代理 / 代理人员	代理人员	商圈代理编辑	U	菜单权限	systemCircleAgentUpdate
平台后台	店铺 / 区域代理 / 代理人员	代理人员	商圈代理删除	D	菜单权限	systemCircleAgentDelete
平台后台	店铺 / 区域代理 / 代理人员	代理人员	关联商户列表	R	菜单权限	systemCircleAgentMerchant
平台后台	店铺 / 区域代理 / 代理人员	代理人员	代理选项	O	菜单权限	systemCircleAgentOptions
平台后台	店铺 / 区域代理 / 代理人员	代理人员	重置密码	O	菜单权限	systemCircleAgentResetPassword
平台后台	店铺 / 区域代理 / 代理审核	代理审核	商圈代理审核	U	菜单权限	systemCircleAgentAudit
平台后台	店铺 / 区域代理 / 代理设置	代理设置	(页面入口)	R	待补	
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈列表	R	菜单权限	systemCircleList
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈详情	R	菜单权限	systemCircleDetail
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈添加	C	菜单权限	systemCircleCreate
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈编辑	U	菜单权限	systemCircleUpdate
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈删除	D	菜单权限	systemCircleDelete
平台后台	店铺 / 区域代理 / 区域列表	区域列表	商圈状态切换	U	菜单权限	systemCircleSwitch
平台后台	店铺 / 区域代理 / 区域列表	区域列表	关联商户列表	R	菜单权限	systemCircleMerchantList
平台后台	店铺 / 商户管理	商户管理	分账商户申请备注	C	路由	systemMerchantApplymentsMarrkSave
平台后台	店铺 / 商户管理	商户管理	列表	R	路由	systemOrderProfitsharingLst
平台后台	店铺 / 商户管理 / 商户入驻审核	商户入驻审核	商圈代理审核	U	菜单权限	systemCircleAgentAudit
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈列表	R	菜单权限	systemCircleList
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈详情	R	菜单权限	systemCircleDetail
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈添加	C	菜单权限	systemCircleCreate
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈编辑	U	菜单权限	systemCircleUpdate
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈删除	D	菜单权限	systemCircleDelete
平台后台	店铺 / 商户管理 / 商户列表	商户列表	商圈状态切换	U	菜单权限	systemCircleSwitch
平台后台	店铺 / 商户管理 / 商户列表	商户列表	关联商户列表	R	菜单权限	systemCircleMerchantList
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	商圈代理添加	C	菜单权限	systemCircleAgentCreate
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	商圈代理编辑	U	菜单权限	systemCircleAgentUpdate
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	商圈代理删除	D	菜单权限	systemCircleAgentDelete
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	关联商户列表	R	菜单权限	systemCircleAgentMerchant
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	代理选项	O	菜单权限	systemCircleAgentOptions
平台后台	店铺 / 商户管理 / 商户管理员	商户管理员	重置密码	O	菜单权限	systemCircleAgentResetPassword
平台后台	店铺 / 商户管理 / 商户设置	商户设置	(页面入口)	R	待补	
平台后台	店铺 / 店铺管理	店铺管理	(页面入口)	R	待补	
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	虚拟关注量	O	菜单权限	systemMerchantCareFicti
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户列表	CR	菜单权限	systemMerchantCreateForm
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户列表统计	R	菜单权限	systemMerchantCount
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户列表	R	菜单权限	systemMerchantLst
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户添加	C	菜单权限	systemMerchantCreate
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户编辑	U	菜单权限	systemMerchantUpdate
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户修改推荐	U	菜单权限	systemMerchantStatus
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户开启/关闭	O	菜单权限	systemMerchantClose
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户删除	D	菜单权限	systemMerchantDelete
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户修改密码	U	菜单权限	systemMerchantAdminPassword
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户登录	O	菜单权限	systemMerchantLogin
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	修改采集商品次数	CU	菜单权限	systemMerchantChangeCopy
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	详情	R	菜单权限	systemMerchantDetail
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	操作日志	R	菜单权限	systemMerchantOperateList
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	上传图片	C	菜单权限	uploadImage
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	图片列表	R	菜单权限	systemAttachmentLst
平台后台	店铺 / 店铺管理 / 商户列表	商户列表	商户添加店铺	C	菜单权限	systemMerchantBusinessCreate
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	列表	R	菜单权限	systemMerchantIntentionLst
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	审核	U	菜单权限	systemMerchantIntentionStatus
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	删除	D	菜单权限	systemMerchantIntentionDelete
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	备注	U	菜单权限	systemMerchantIntentionMark
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	列表	R	菜单权限	systemMerchantIntentionLst
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	审核	U	菜单权限	systemMerchantIntentionStatus
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	删除	D	菜单权限	systemMerchantIntentionDelete
平台后台	店铺 / 店铺管理 / 店铺入驻申请	店铺入驻申请	备注	U	菜单权限	systemMerchantIntentionMark
平台后台	店铺 / 店铺管理 / 店铺分类	店铺分类	商户分类列表	R	菜单权限	systemMerchantCategoryLst
平台后台	店铺 / 店铺管理 / 店铺分类	店铺分类	商户分类添加	C	菜单权限	systemMerchantCategoryCreate
平台后台	店铺 / 店铺管理 / 店铺分类	店铺分类	商户分类删除	D	菜单权限	systemMerchantCategoryDelete
平台后台	店铺 / 店铺管理 / 店铺分类	店铺分类	商户分类编辑	U	菜单权限	systemMerchantCategoryUpdate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	添加	C	菜单权限	systemMerchantRegionCreate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	编辑	U	菜单权限	systemMerchantRegionUpdate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	列表	R	菜单权限	systemMerchantRegionLst
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	删除	D	菜单权限	systemMerchantRegionDelete
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	列表	R	菜单权限	systemStoreGroupLst
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	详情	R	菜单权限	systemStoreGroupDetail
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	添加	C	菜单权限	systemStoreGroupCreate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	编辑	U	菜单权限	systemStoreGroupUpdate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	删除	D	菜单权限	systemStoreGroupDelete
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	状态切换	U	菜单权限	systemStoreGroupSwitchStatus
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	设置店铺分组模板	U	菜单权限	systemStoreGroupSetTemplate
平台后台	店铺 / 店铺管理 / 店铺分组	店铺分组	关联店铺列表	R	菜单权限	systemStoreGroupStores
平台后台	店铺 / 店铺管理 / 店铺分账申请	店铺分账申请	分账商户申请列表	CR	菜单权限	systemMerchantApplymentsLst
平台后台	店铺 / 店铺管理 / 店铺分账申请	店铺分账申请	分账商户申请详情	CR	菜单权限	systemMerchantApplymentsDetail
平台后台	店铺 / 店铺管理 / 店铺分账申请	店铺分账申请	分账商户申请审核	CU	菜单权限	systemMerchantApplymentsStatus
平台后台	店铺 / 店铺管理 / 店铺分账申请	店铺分账申请	分账商户申请备注	CU	菜单权限	systemMerchantApplymentsMarrkSave
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户列表	CR	菜单权限	systemMerchantCreateForm
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户列表统计	R	菜单权限	systemMerchantCount
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户列表	R	菜单权限	systemMerchantLst
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户添加	C	菜单权限	systemMerchantCreate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户编辑	U	菜单权限	systemMerchantUpdate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户修改推荐	U	菜单权限	systemMerchantStatus
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户开启/关闭	O	菜单权限	systemMerchantClose
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户删除	D	菜单权限	systemMerchantDelete
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户修改密码	U	菜单权限	systemMerchantAdminPassword
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户登录	O	菜单权限	systemMerchantLogin
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	修改采集商品次数	CU	菜单权限	systemMerchantChangeCopy
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	上传图片	C	菜单权限	uploadImage
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	图片列表	R	菜单权限	systemAttachmentLst
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	详情	R	菜单权限	systemMerchantDetail
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	操作日志	R	菜单权限	systemMerchantOperateList
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	虚拟关注量	O	菜单权限	systemMerchantCareFicti
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户添加店铺	C	菜单权限	systemMerchantBusinessCreate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	虚拟关注量	O	菜单权限	systemMerchantCareFicti
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺列表	CR	菜单权限	systemMerchantCreateForm
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺列表统计	R	菜单权限	systemMerchantCount
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺列表	R	菜单权限	systemMerchantLst
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺添加	C	菜单权限	systemMerchantCreate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺编辑	U	菜单权限	systemMerchantUpdate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺修改推荐	U	菜单权限	systemMerchantStatus
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺开启/关闭	O	菜单权限	systemMerchantClose
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺删除	D	菜单权限	systemMerchantDelete
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺修改密码	U	菜单权限	systemMerchantAdminPassword
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	店铺登录	O	菜单权限	systemMerchantLogin
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	修改采集商品次数	CU	菜单权限	systemMerchantChangeCopy
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	详情	R	菜单权限	systemMerchantDetail
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	操作日志	R	菜单权限	systemMerchantOperateList
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	商户添加店铺	C	菜单权限	systemMerchantBusinessCreate
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	上传图片	C	菜单权限	uploadImage
平台后台	店铺 / 店铺管理 / 店铺列表	店铺列表	图片列表	R	菜单权限	systemAttachmentLst
平台后台	店铺 / 店铺管理 / 店铺类型	店铺类型	列表	R	菜单权限	systemMerchantTypeLst
平台后台	店铺 / 店铺管理 / 店铺类型	店铺类型	添加	C	菜单权限	systemMerchantTypeCreate
平台后台	店铺 / 店铺管理 / 店铺类型	店铺类型	编辑	U	菜单权限	systemMerchantTypeUpdate
平台后台	店铺 / 店铺管理 / 店铺类型	店铺类型	删除	D	菜单权限	systemMerchantTypeDelete
